date,store_id,product_id,opening_stock,units_sold,restocked_qty,closing_stock
2023-06-10,S002,P003,3367,33,0,3334
2023-06-11,S002,P003,3334,46,0,3288
2023-06-12,S002,P003,3288,60,115,3343
2023-06-13,S002,P003,3343,51,0,3292
2023-06-14,S002,P003,3292,52,95,3335
2023-06-15,S002,P003,3335,19,0,3316
2023-06-16,S002,P003,3316,55,145,3406
2023-06-17,S002,P003,3406,41,0,3365
2023-06-18,S002,P003,3365,57,0,3308
2023-06-19,S002,P003,3308,81,141,3368
2023-06-20,S002,P003,3368,59,0,3309
2023-06-21,S002,P003,3309,33,157,3433
2023-06-22,S002,P003,3433,78,0,3355
2023-06-23,S002,P003,3355,54,126,3427
2023-06-24,S002,P003,3427,32,0,3395
2023-06-25,S002,P003,3395,12,0,3383
2023-06-26,S002,P003,3383,72,190,3501
2023-06-27,S002,P003,3501,65,0,3436
2023-06-28,S002,P003,3436,30,111,3517
2023-06-29,S002,P003,3517,34,0,3483
2023-06-30,S002,P003,3483,43,177,3617
2023-07-01,S002,P003,3617,73,0,3544
2023-07-02,S002,P003,3544,47,0,3497
2023-07-03,S002,P003,3497,24,165,3638
2023-07-04,S002,P003,3638,41,0,3597
2023-07-05,S002,P003,3597,69,157,3685
2023-07-06,S002,P003,3685,58,0,3627
2023-07-07,S002,P003,3627,61,163,3729
2023-07-08,S002,P003,3729,85,0,3644
2023-07-09,S002,P003,3644,59,0,3585
2023-07-10,S002,P003,3585,18,161,3728
2023-07-11,S002,P003,3728,50,0,3678
2023-07-12,S002,P003,3678,21,104,3761
2023-07-13,S002,P003,3761,70,0,3691
2023-07-14,S002,P003,3691,23,136,3804
2023-07-15,S002,P003,3804,34,0,3770
2023-07-16,S002,P003,3770,58,0,3712
2023-07-17,S002,P003,3712,70,177,3819
2023-07-18,S002,P003,3819,19,0,3800
2023-07-19,S002,P003,3800,38,102,3864
2023-07-20,S002,P003,3864,66,0,3798
2023-07-21,S002,P003,3798,26,149,3921
2023-07-22,S002,P003,3921,45,0,3876
2023-07-23,S002,P003,3876,26,0,3850
2023-07-24,S002,P003,3850,36,95,3909
2023-07-25,S002,P003,3909,47,0,3862
2023-07-26,S002,P003,3862,18,110,3954
2023-07-27,S002,P003,3954,69,0,3885
2023-07-28,S002,P003,3885,26,124,3983
2023-07-29,S002,P003,3983,38,0,3945
2023-07-30,S002,P003,3945,32,0,3913
2023-07-31,S002,P003,3913,56,162,4019
2023-08-01,S002,P003,4019,70,0,3949
2023-08-02,S002,P003,3949,30,121,4040
2023-08-03,S002,P003,4040,52,0,3988
2023-08-04,S002,P003,3988,27,111,4072
2023-08-05,S002,P003,4072,32,0,4040
2023-08-06,S002,P003,4040,63,0,3977
2023-08-07,S002,P003,3977,31,185,4131
2023-08-08,S002,P003,4131,48,0,4083
2023-08-09,S002,P003,4083,23,116,4176
2023-08-10,S002,P003,4176,83,0,4093
2023-08-11,S002,P003,4093,63,125,4155
2023-08-12,S002,P003,4155,78,0,4077
2023-08-13,S002,P003,4077,83,0,3994
2023-08-14,S002,P003,3994,0,122,4116
2023-08-15,S002,P003,4116,55,0,4061
2023-08-16,S002,P003,4061,33,164,4192
2023-08-17,S002,P003,4192,38,0,4154
2023-08-18,S002,P003,4154,21,148,4281
2023-08-19,S002,P003,4281,73,0,4208
2023-08-20,S002,P003,4208,62,0,4146
2023-08-21,S002,P003,4146,54,108,4200
2023-08-22,S002,P003,4200,30,0,4170
2023-08-23,S002,P003,4170,68,136,4238
2023-08-24,S002,P003,4238,50,0,4188
2023-08-25,S002,P003,4188,46,185,4327
2023-08-26,S002,P003,4327,63,0,4264
2023-08-27,S002,P003,4264,37,0,4227
2023-08-28,S002,P003,4227,25,106,4308
2023-08-29,S002,P003,4308,23,0,4285
2023-08-30,S002,P003,4285,30,98,4353
2023-08-31,S002,P003,4353,20,0,4333
2023-09-01,S002,P003,4333,33,145,4445
2023-09-02,S002,P003,4445,25,0,4420
2023-09-03,S002,P003,4420,65,0,4355
2023-09-04,S002,P003,4355,49,168,4474
2023-09-05,S002,P003,4474,31,0,4443
2023-09-06,S002,P003,4443,42,97,4498
2023-09-07,S002,P003,4498,60,0,4438
2023-09-08,S002,P003,4438,0,122,4560
2023-09-09,S002,P003,4560,41,0,4519
2023-09-10,S002,P003,4519,59,0,4460
2023-09-11,S002,P003,4460,21,146,4585
2023-09-12,S002,P003,4585,39,0,4546
2023-09-13,S002,P003,4546,27,109,4628
2023-09-14,S002,P003,4628,46,0,4582
2023-09-15,S002,P003,4582,16,135,4701
2023-09-16,S002,P003,4701,32,0,4669
2023-09-17,S002,P003,4669,31,0,4638
2023-09-18,S002,P003,4638,58,150,4730
2023-09-19,S002,P003,4730,59,0,4671
2023-09-20,S002,P003,4671,68,81,4684
2023-09-21,S002,P003,4684,41,0,4643
2023-09-22,S002,P003,4643,18,102,4727
2023-09-23,S002,P003,4727,94,0,4633
2023-09-24,S002,P003,4633,67,0,4566
2023-09-25,S002,P003,4566,50,176,4692
2023-09-26,S002,P003,4692,15,0,4677
2023-09-27,S002,P003,4677,54,180,4803
2023-09-28,S002,P003,4803,28,0,4775
2023-09-29,S002,P003,4775,41,113,4847
2023-09-30,S002,P003,4847,0,0,4847
2023-10-01,S002,P003,4847,75,0,4772
2023-10-02,S002,P003,4772,69,112,4815
2023-10-03,S002,P003,4815,43,0,4772
2023-10-04,S002,P003,4772,49,134,4857
2023-10-05,S002,P003,4857,27,0,4830
2023-10-06,S002,P003,4830,27,171,4974
2023-10-07,S002,P003,4974,60,0,4914
2023-10-08,S002,P003,4914,43,0,4871
2023-10-09,S002,P003,4871,23,157,5005
2023-10-10,S002,P003,5005,23,0,4982
2023-10-11,S002,P003,4982,42,134,5074
2023-10-12,S002,P003,5074,80,0,4994
2023-10-13,S002,P003,4994,32,160,5122
2023-10-14,S002,P003,5122,76,0,5046
2023-10-15,S002,P003,5046,48,0,4998
2023-10-16,S002,P003,4998,54,154,5098
2023-10-17,S002,P003,5098,43,0,5055
2023-10-18,S002,P003,5055,45,123,5133
2023-10-19,S002,P003,5133,48,0,5085
2023-10-20,S002,P003,5085,43,175,5217
2023-10-21,S002,P003,5217,59,0,5158
2023-10-22,S002,P003,5158,33,0,5125
2023-10-23,S002,P003,5125,38,118,5205
2023-10-24,S002,P003,5205,69,0,5136
2023-10-25,S002,P003,5136,17,98,5217
2023-10-26,S002,P003,5217,73,0,5144
2023-10-27,S002,P003,5144,48,194,5290
2023-10-28,S002,P003,5290,42,0,5248
2023-10-29,S002,P003,5248,68,0,5180
2023-10-30,S002,P003,5180,0,82,5262
2023-10-31,S002,P003,5262,69,0,5193
2023-11-01,S002,P003,5193,71,97,5219
2023-11-02,S002,P003,5219,74,0,5145
2023-11-03,S002,P003,5145,60,193,5278
2023-11-04,S002,P003,5278,33,0,5245
2023-11-05,S002,P003,5245,77,0,5168
2023-11-06,S002,P003,5168,88,194,5274
2023-11-07,S002,P003,5274,56,0,5218
2023-11-08,S002,P003,5218,33,156,5341
2023-11-09,S002,P003,5341,89,0,5252
2023-11-10,S002,P003,5252,50,148,5350
2023-11-11,S002,P003,5350,98,0,5252
2023-11-12,S002,P003,5252,52,0,5200
2023-11-13,S002,P003,5200,19,155,5336
2023-11-14,S002,P003,5336,75,0,5261
2023-11-15,S002,P003,5261,68,128,5321
2023-11-16,S002,P003,5321,66,0,5255
2023-11-17,S002,P003,5255,43,102,5314
2023-11-18,S002,P003,5314,83,0,5231
2023-11-19,S002,P003,5231,36,0,5195
2023-11-20,S002,P003,5195,44,162,5313
2023-11-21,S002,P003,5313,30,0,5283
2023-11-22,S002,P003,5283,38,161,5406
2023-11-23,S002,P003,5406,18,0,5388
2023-11-24,S002,P003,5388,37,99,5450
2023-11-25,S002,P003,5450,88,0,5362
2023-11-26,S002,P003,5362,72,0,5290
2023-11-27,S002,P003,5290,31,93,5352
2023-11-28,S002,P003,5352,70,0,5282
2023-11-29,S002,P003,5282,55,118,5345
2023-11-30,S002,P003,5345,37,0,5308
2023-12-01,S002,P003,5308,80,109,5337
2023-12-02,S002,P003,5337,51,0,5286
2023-12-03,S002,P003,5286,86,0,5200
2023-12-04,S002,P003,5200,72,143,5271
2023-12-05,S002,P003,5271,34,0,5237
2023-12-06,S002,P003,5237,22,141,5356
2023-12-07,S002,P003,5356,37,0,5319
2023-12-08,S002,P003,5319,30,102,5391
2023-12-09,S002,P003,5391,61,0,5330
2023-12-10,S002,P003,5330,74,0,5256
2023-12-11,S002,P003,5256,26,95,5325
2023-12-12,S002,P003,5325,36,0,5289
2023-12-13,S002,P003,5289,40,197,5446
2023-12-14,S002,P003,5446,68,0,5378
2023-12-15,S002,P003,5378,31,140,5487
2023-12-16,S002,P003,5487,90,0,5397
2023-12-17,S002,P003,5397,40,0,5357
2023-12-18,S002,P003,5357,74,144,5427
2023-12-19,S002,P003,5427,51,0,5376
2023-12-20,S002,P003,5376,40,156,5492
2023-12-21,S002,P003,5492,38,0,5454
2023-12-22,S002,P003,5454,59,110,5505
2023-12-23,S002,P003,5505,87,0,5418
2023-12-24,S002,P003,5418,36,0,5382
2023-12-25,S002,P003,5382,71,148,5459
2023-12-26,S002,P003,5459,20,0,5439
2023-12-27,S002,P003,5439,33,128,5534
2023-12-28,S002,P003,5534,45,0,5489
2023-12-29,S002,P003,5489,57,122,5554
2023-12-30,S002,P003,5554,108,0,5446
2023-12-31,S002,P003,5446,38,0,5408
2023-01-01,S002,P004,406,45,0,361
2023-01-02,S002,P004,361,44,195,512
2023-01-03,S002,P004,512,30,0,482
2023-01-04,S002,P004,482,22,194,654
2023-01-05,S002,P004,654,0,0,654
2023-01-06,S002,P004,654,23,139,770
2023-01-07,S002,P004,770,18,0,752
2023-01-08,S002,P004,752,19,0,733
2023-01-09,S002,P004,733,12,125,846
2023-01-10,S002,P004,846,17,0,829
2023-01-11,S002,P004,829,47,94,876
2023-01-12,S002,P004,876,32,0,844
2023-01-13,S002,P004,844,46,128,926
2023-01-14,S002,P004,926,55,0,871
2023-01-15,S002,P004,871,68,0,803
2023-01-16,S002,P004,803,30,174,947
2023-01-17,S002,P004,947,58,0,889
2023-01-18,S002,P004,889,30,132,991
2023-01-19,S002,P004,991,3,0,988
2023-01-20,S002,P004,988,18,84,1054
2023-01-21,S002,P004,1054,35,0,1019
2023-01-22,S002,P004,1019,42,0,977
2023-01-23,S002,P004,977,65,86,998
2023-01-24,S002,P004,998,33,0,965
2023-01-25,S002,P004,965,20,100,1045
2023-01-26,S002,P004,1045,42,0,1003
2023-01-27,S002,P004,1003,41,123,1085
2023-01-28,S002,P004,1085,67,0,1018
2023-01-29,S002,P004,1018,67,0,951
2023-01-30,S002,P004,951,39,167,1079
2023-01-31,S002,P004,1079,53,0,1026
2023-02-01,S002,P004,1026,13,144,1157
2023-02-02,S002,P004,1157,9,0,1148
2023-02-03,S002,P004,1148,51,141,1238
2023-02-04,S002,P004,1238,65,0,1173
2023-02-05,S002,P004,1173,49,0,1124
2023-02-06,S002,P004,1124,15,126,1235
2023-02-07,S002,P004,1235,11,0,1224
2023-02-08,S002,P004,1224,27,108,1305
2023-02-09,S002,P004,1305,33,0,1272
2023-02-10,S002,P004,1272,27,142,1387
2023-02-11,S002,P004,1387,34,0,1353
2023-02-12,S002,P004,1353,0,0,1353
2023-02-13,S002,P004,1353,31,192,1514
2023-02-14,S002,P004,1514,30,0,1484
2023-02-15,S002,P004,1484,17,103,1570
2023-02-16,S002,P004,1570,49,0,1521
2023-02-17,S002,P004,1521,19,127,1629
2023-02-18,S002,P004,1629,57,0,1572
2023-02-19,S002,P004,1572,39,0,1533
2023-02-20,S002,P004,1533,32,84,1585
2023-02-21,S002,P004,1585,51,0,1534
2023-02-22,S002,P004,1534,9,166,1691
2023-02-23,S002,P004,1691,44,0,1647
2023-02-24,S002,P004,1647,57,101,1691
2023-02-25,S002,P004,1691,49,0,1642
2023-02-26,S002,P004,1642,42,0,1600
2023-02-27,S002,P004,1600,43,80,1637
2023-02-28,S002,P004,1637,31,0,1606
2023-03-01,S002,P004,1606,20,107,1693
2023-03-02,S002,P004,1693,21,0,1672
2023-03-03,S002,P004,1672,15,181,1838
2023-03-04,S002,P004,1838,54,0,1784
2023-03-05,S002,P004,1784,36,0,1748
2023-03-06,S002,P004,1748,5,149,1892
2023-03-07,S002,P004,1892,20,0,1872
2023-03-08,S002,P004,1872,37,175,2010
2023-03-09,S002,P004,2010,70,0,1940
2023-03-10,S002,P004,1940,59,156,2037
2023-03-11,S002,P004,2037,59,0,1978
2023-03-12,S002,P004,1978,47,0,1931
2023-03-13,S002,P004,1931,65,80,1946
2023-03-14,S002,P004,1946,36,0,1910
2023-03-15,S002,P004,1910,31,189,2068
2023-03-16,S002,P004,2068,28,0,2040
2023-03-17,S002,P004,2040,16,157,2181
2023-03-18,S002,P004,2181,27,0,2154
2023-03-19,S002,P004,2154,67,0,2087
2023-03-20,S002,P004,2087,44,116,2159
2023-03-21,S002,P004,2159,51,0,2108
2023-03-22,S002,P004,2108,17,117,2208
2023-03-23,S002,P004,2208,31,0,2177
2023-03-24,S002,P004,2177,33,88,2232
2023-03-25,S002,P004,2232,19,0,2213
2023-03-26,S002,P004,2213,62,0,2151
2023-03-27,S002,P004,2151,53,113,2211
2023-03-28,S002,P004,2211,26,0,2185
2023-03-29,S002,P004,2185,37,122,2270
2023-03-30,S002,P004,2270,41,0,2229
2023-03-31,S002,P004,2229,38,139,2330
2023-04-01,S002,P004,2330,70,0,2260
2023-04-02,S002,P004,2260,63,0,2197
2023-04-03,S002,P004,2197,20,163,2340
2023-04-04,S002,P004,2340,57,0,2283
2023-04-05,S002,P004,2283,51,196,2428
2023-04-06,S002,P004,2428,32,0,2396
2023-04-07,S002,P004,2396,31,132,2497
2023-04-08,S002,P004,2497,71,0,2426
2023-04-09,S002,P004,2426,59,0,2367
2023-04-10,S002,P004,2367,0,127,2494
2023-04-11,S002,P004,2494,43,0,2451
2023-04-12,S002,P004,2451,32,112,2531
2023-04-13,S002,P004,2531,58,0,2473
2023-04-14,S002,P004,2473,55,124,2542
2023-04-15,S002,P004,2542,46,0,2496
2023-04-16,S002,P004,2496,44,0,2452
2023-04-17,S002,P004,2452,30,164,2586
2023-04-18,S002,P004,2586,42,0,2544
2023-04-19,S002,P004,2544,48,105,2601
2023-04-20,S002,P004,2601,50,0,2551
2023-04-21,S002,P004,2551,45,182,2688
2023-04-22,S002,P004,2688,41,0,2647
2023-04-23,S002,P004,2647,18,0,2629
2023-04-24,S002,P004,2629,42,88,2675
2023-04-25,S002,P004,2675,22,0,2653
2023-04-26,S002,P004,2653,53,139,2739
2023-04-27,S002,P004,2739,48,0,2691
2023-04-28,S002,P004,2691,50,85,2726
2023-04-29,S002,P004,2726,53,0,2673
2023-04-30,S002,P004,2673,91,0,2582
2023-05-01,S002,P004,2582,57,172,2697
2023-05-02,S002,P004,2697,46,0,2651
2023-05-03,S002,P004,2651,47,179,2783
2023-05-04,S002,P004,2783,28,0,2755
2023-05-05,S002,P004,2755,34,118,2839
2023-05-06,S002,P004,2839,72,0,2767
2023-05-07,S002,P004,2767,40,0,2727
2023-05-08,S002,P004,2727,32,98,2793
2023-05-09,S002,P004,2793,24,0,2769
2023-05-10,S002,P004,2769,13,123,2879
2023-05-11,S002,P004,2879,15,0,2864
2023-05-12,S002,P004,2864,33,107,2938
2023-05-13,S002,P004,2938,22,0,2916
2023-05-14,S002,P004,2916,36,0,2880
2023-05-15,S002,P004,2880,32,178,3026
2023-05-16,S002,P004,3026,6,0,3020
2023-05-17,S002,P004,3020,73,182,3129
2023-05-18,S002,P004,3129,43,0,3086
2023-05-19,S002,P004,3086,61,193,3218
2023-05-20,S002,P004,3218,56,0,3162
2023-05-21,S002,P004,3162,69,0,3093
2023-05-22,S002,P004,3093,50,82,3125
2023-05-23,S002,P004,3125,59,0,3066
2023-05-24,S002,P004,3066,29,180,3217
2023-05-25,S002,P004,3217,51,0,3166
2023-05-26,S002,P004,3166,42,199,3323
2023-05-27,S002,P004,3323,58,0,3265
2023-05-28,S002,P004,3265,44,0,3221
2023-05-29,S002,P004,3221,43,93,3271
2023-05-30,S002,P004,3271,63,0,3208
2023-05-31,S002,P004,3208,30,94,3272
2023-06-01,S002,P004,3272,65,0,3207
2023-06-02,S002,P004,3207,64,197,3340
2023-06-03,S002,P004,3340,57,0,3283
2023-06-04,S002,P004,3283,49,0,3234
2023-06-05,S002,P004,3234,34,199,3399
2023-06-06,S002,P004,3399,68,0,3331
2023-06-07,S002,P004,3331,18,106,3419
2023-06-08,S002,P004,3419,42,0,3377
2023-06-09,S002,P004,3377,32,109,3454
2023-06-10,S002,P004,3454,80,0,3374
2023-06-11,S002,P004,3374,53,0,3321
2023-06-12,S002,P004,3321,23,164,3462
2023-06-13,S002,P004,3462,61,0,3401
2023-06-14,S002,P004,3401,68,166,3499
2023-06-15,S002,P004,3499,51,0,3448
2023-06-16,S002,P004,3448,33,88,3503
2023-06-17,S002,P004,3503,75,0,3428
2023-06-18,S002,P004,3428,86,0,3342
2023-06-19,S002,P004,3342,28,150,3464
2023-06-20,S002,P004,3464,61,0,3403
2023-06-21,S002,P004,3403,60,124,3467
2023-06-22,S002,P004,3467,64,0,3403
2023-06-23,S002,P004,3403,68,139,3474
2023-06-24,S002,P004,3474,66,0,3408
2023-06-25,S002,P004,3408,29,0,3379
2023-06-26,S002,P004,3379,34,141,3486
2023-06-27,S002,P004,3486,47,0,3439
2023-06-28,S002,P004,3439,46,177,3570
2023-06-29,S002,P004,3570,72,0,3498
2023-06-30,S002,P004,3498,20,144,3622
2023-07-01,S002,P004,3622,67,0,3555
2023-07-02,S002,P004,3555,37,0,3518
2023-07-03,S002,P004,3518,87,167,3598
2023-07-04,S002,P004,3598,19,0,3579
2023-07-05,S002,P004,3579,49,96,3626
2023-07-06,S002,P004,3626,30,0,3596
2023-07-07,S002,P004,3596,56,128,3668
2023-07-08,S002,P004,3668,77,0,3591
2023-07-09,S002,P004,3591,73,0,3518
2023-07-10,S002,P004,3518,65,80,3533
2023-07-11,S002,P004,3533,17,0,3516
2023-07-12,S002,P004,3516,61,147,3602
2023-07-13,S002,P004,3602,21,0,3581
2023-07-14,S002,P004,3581,54,109,3636
2023-07-15,S002,P004,3636,67,0,3569
2023-07-16,S002,P004,3569,69,0,3500
2023-07-17,S002,P004,3500,72,178,3606
2023-07-18,S002,P004,3606,21,0,3585
2023-07-19,S002,P004,3585,38,177,3724
2023-07-20,S002,P004,3724,32,0,3692
2023-07-21,S002,P004,3692,26,121,3787
2023-07-22,S002,P004,3787,26,0,3761
2023-07-23,S002,P004,3761,34,0,3727
2023-07-24,S002,P004,3727,32,190,3885
2023-07-25,S002,P004,3885,56,0,3829
2023-07-26,S002,P004,3829,36,89,3882
2023-07-27,S002,P004,3882,49,0,3833
2023-07-28,S002,P004,3833,61,114,3886
2023-07-29,S002,P004,3886,44,0,3842
2023-07-30,S002,P004,3842,50,0,3792
2023-07-31,S002,P004,3792,60,191,3923
2023-08-01,S002,P004,3923,0,0,3923
2023-08-02,S002,P004,3923,68,101,3956
2023-08-03,S002,P004,3956,27,0,3929
2023-08-04,S002,P004,3929,71,98,3956
2023-08-05,S002,P004,3956,80,0,3876
2023-08-06,S002,P004,3876,25,0,3851
2023-08-07,S002,P004,3851,33,110,3928
2023-08-08,S002,P004,3928,31,0,3897
2023-08-09,S002,P004,3897,74,173,3996
2023-08-10,S002,P004,3996,44,0,3952
2023-08-11,S002,P004,3952,52,81,3981
2023-08-12,S002,P004,3981,25,0,3956
2023-08-13,S002,P004,3956,89,0,3867
2023-08-14,S002,P004,3867,27,140,3980
2023-08-15,S002,P004,3980,19,0,3961
2023-08-16,S002,P004,3961,54,116,4023
2023-08-17,S002,P004,4023,75,0,3948
2023-08-18,S002,P004,3948,62,132,4018
2023-08-19,S002,P004,4018,73,0,3945
2023-08-20,S002,P004,3945,47,0,3898
2023-08-21,S002,P004,3898,46,112,3964
2023-08-22,S002,P004,3964,46,0,3918
2023-08-23,S002,P004,3918,21,193,4090
2023-08-24,S002,P004,4090,36,0,4054
2023-08-25,S002,P004,4054,43,157,4168
2023-08-26,S002,P004,4168,96,0,4072
2023-08-27,S002,P004,4072,61,0,4011
2023-08-28,S002,P004,4011,40,104,4075
2023-08-29,S002,P004,4075,68,0,4007
2023-08-30,S002,P004,4007,40,95,4062
2023-08-31,S002,P004,4062,54,0,4008
2023-09-01,S002,P004,4008,30,105,4083
2023-09-02,S002,P004,4083,52,0,4031
2023-09-03,S002,P004,4031,34,0,3997
2023-09-04,S002,P004,3997,60,179,4116
2023-09-05,S002,P004,4116,21,0,4095
2023-09-06,S002,P004,4095,0,139,4234
2023-09-07,S002,P004,4234,63,0,4171
2023-09-08,S002,P004,4171,15,100,4256
2023-09-09,S002,P004,4256,53,0,4203
2023-09-10,S002,P004,4203,85,0,4118
2023-09-11,S002,P004,4118,42,93,4169
2023-09-12,S002,P004,4169,32,0,4137
2023-09-13,S002,P004,4137,50,155,4242
2023-09-14,S002,P004,4242,32,0,4210
2023-09-15,S002,P004,4210,63,120,4267
2023-09-16,S002,P004,4267,42,0,4225
2023-09-17,S002,P004,4225,47,0,4178
2023-09-18,S002,P004,4178,44,135,4269
2023-09-19,S002,P004,4269,36,0,4233
2023-09-20,S002,P004,4233,21,196,4408
2023-09-21,S002,P004,4408,23,0,4385
2023-09-22,S002,P004,4385,44,171,4512
2023-09-23,S002,P004,4512,61,0,4451
2023-09-24,S002,P004,4451,66,0,4385
2023-09-25,S002,P004,4385,17,129,4497
2023-09-26,S002,P004,4497,41,0,4456
2023-09-27,S002,P004,4456,30,117,4543
2023-09-28,S002,P004,4543,43,0,4500
2023-09-29,S002,P004,4500,16,163,4647
2023-09-30,S002,P004,4647,59,0,4588
2023-10-01,S002,P004,4588,91,0,4497
2023-10-02,S002,P004,4497,57,173,4613
2023-10-03,S002,P004,4613,26,0,4587
2023-10-04,S002,P004,4587,72,109,4624
2023-10-05,S002,P004,4624,40,0,4584
2023-10-06,S002,P004,4584,68,188,4704
2023-10-07,S002,P004,4704,33,0,4671
2023-10-08,S002,P004,4671,44,0,4627
2023-10-09,S002,P004,4627,29,163,4761
2023-10-10,S002,P004,4761,54,0,4707
2023-10-11,S002,P004,4707,61,171,4817
2023-10-12,S002,P004,4817,54,0,4763
2023-10-13,S002,P004,4763,47,135,4851
2023-10-14,S002,P004,4851,87,0,4764
2023-10-15,S002,P004,4764,31,0,4733
2023-10-16,S002,P004,4733,40,87,4780
2023-10-17,S002,P004,4780,36,0,4744
2023-10-18,S002,P004,4744,21,89,4812
2023-10-19,S002,P004,4812,63,0,4749
2023-10-20,S002,P004,4749,16,105,4838
2023-10-21,S002,P004,4838,24,0,4814
2023-10-22,S002,P004,4814,93,0,4721
2023-10-23,S002,P004,4721,62,125,4784
2023-10-24,S002,P004,4784,46,0,4738
2023-10-25,S002,P004,4738,49,83,4772
2023-10-26,S002,P004,4772,71,0,4701
2023-10-27,S002,P004,4701,65,83,4719
2023-10-28,S002,P004,4719,35,0,4684
2023-10-29,S002,P004,4684,68,0,4616
2023-10-30,S002,P004,4616,35,176,4757
2023-10-31,S002,P004,4757,77,0,4680
2023-11-01,S002,P004,4680,86,141,4735
2023-11-02,S002,P004,4735,75,0,4660
2023-11-03,S002,P004,4660,45,165,4780
2023-11-04,S002,P004,4780,59,0,4721
2023-11-05,S002,P004,4721,42,0,4679
2023-11-06,S002,P004,4679,35,167,4811
2023-11-07,S002,P004,4811,66,0,4745
2023-11-08,S002,P004,4745,81,183,4847
2023-11-09,S002,P004,4847,59,0,4788
2023-11-10,S002,P004,4788,43,126,4871
2023-11-11,S002,P004,4871,68,0,4803
2023-11-12,S002,P004,4803,132,0,4671
2023-11-13,S002,P004,4671,87,183,4767
2023-11-14,S002,P004,4767,47,0,4720
2023-11-15,S002,P004,4720,94,173,4799
2023-11-16,S002,P004,4799,22,0,4777
2023-11-17,S002,P004,4777,90,99,4786
2023-11-18,S002,P004,4786,121,0,4665
2023-11-19,S002,P004,4665,88,0,4577
2023-11-20,S002,P004,4577,67,124,4634
2023-11-21,S002,P004,4634,92,0,4542
2023-11-22,S002,P004,4542,93,131,4580
2023-11-23,S002,P004,4580,83,0,4497
2023-11-24,S002,P004,4497,79,190,4608
2023-11-25,S002,P004,4608,79,0,4529
2023-11-26,S002,P004,4529,83,0,4446
2023-11-27,S002,P004,4446,30,142,4558
2023-11-28,S002,P004,4558,37,0,4521
2023-11-29,S002,P004,4521,39,117,4599
2023-11-30,S002,P004,4599,83,0,4516
2023-12-01,S002,P004,4516,54,198,4660
2023-12-02,S002,P004,4660,133,0,4527
2023-12-03,S002,P004,4527,136,0,4391
2023-12-04,S002,P004,4391,112,136,4415
2023-12-05,S002,P004,4415,128,0,4287
2023-12-06,S002,P004,4287,117,145,4315
2023-12-07,S002,P004,4315,115,0,4200
2023-12-08,S002,P004,4200,103,182,4279
2023-12-09,S002,P004,4279,143,0,4136
2023-12-10,S002,P004,4136,106,0,4030
2023-12-11,S002,P004,4030,116,96,4010
2023-12-12,S002,P004,4010,77,0,3933
2023-12-13,S002,P004,3933,57,115,3991
2023-12-14,S002,P004,3991,107,0,3884
2023-12-15,S002,P004,3884,77,181,3988
2023-12-16,S002,P004,3988,148,0,3840
2023-12-17,S002,P004,3840,135,0,3705
2023-12-18,S002,P004,3705,121,161,3745
2023-12-19,S002,P004,3745,36,0,3709
2023-12-20,S002,P004,3709,112,103,3700
2023-12-21,S002,P004,3700,111,0,3589
2023-12-22,S002,P004,3589,99,83,3573
2023-12-23,S002,P004,3573,64,0,3509
2023-12-24,S002,P004,3509,97,0,3412
2023-12-25,S002,P004,3412,86,138,3464
2023-12-26,S002,P004,3464,62,0,3402
2023-12-27,S002,P004,3402,96,107,3413
2023-12-28,S002,P004,3413,77,0,3336
2023-12-29,S002,P004,3336,119,106,3323
2023-12-30,S002,P004,3323,110,0,3213
2023-12-31,S002,P004,3213,103,0,3110
2023-01-01,S002,P005,448,17,0,431
2023-01-02,S002,P005,431,2,88,517
2023-01-03,S002,P005,517,29,0,488
2023-01-04,S002,P005,488,52,83,519
2023-01-05,S002,P005,519,45,0,474
2023-01-06,S002,P005,474,37,89,526
2023-01-07,S002,P005,526,38,0,488
2023-01-08,S002,P005,488,25,0,463
2023-01-09,S002,P005,463,41,94,516
2023-01-10,S002,P005,516,9,0,507
2023-01-11,S002,P005,507,63,136,580
2023-01-12,S002,P005,580,26,0,554
2023-01-13,S002,P005,554,39,82,597
2023-01-14,S002,P005,597,39,0,558
2023-01-15,S002,P005,558,20,0,538
2023-01-16,S002,P005,538,35,119,622
2023-01-17,S002,P005,622,41,0,581
2023-01-18,S002,P005,581,11,177,747
2023-01-19,S002,P005,747,52,0,695
2023-01-20,S002,P005,695,5,150,840
2023-01-21,S002,P005,840,47,0,793
2023-01-22,S002,P005,793,64,0,729
2023-01-23,S002,P005,729,17,179,891
2023-01-24,S002,P005,891,22,0,869
2023-01-25,S002,P005,869,55,167,981
2023-01-26,S002,P005,981,46,0,935
2023-01-27,S002,P005,935,25,114,1024
2023-01-28,S002,P005,1024,58,0,966
2023-01-29,S002,P005,966,56,0,910
2023-01-30,S002,P005,910,29,155,1036
2023-01-31,S002,P005,1036,31,0,1005
2023-02-01,S002,P005,1005,49,174,1130
2023-02-02,S002,P005,1130,19,0,1111
2023-02-03,S002,P005,1111,13,177,1275
2023-02-04,S002,P005,1275,37,0,1238
2023-02-05,S002,P005,1238,52,0,1186
2023-02-06,S002,P005,1186,40,172,1318
2023-02-07,S002,P005,1318,21,0,1297
2023-02-08,S002,P005,1297,18,121,1400
2023-02-09,S002,P005,1400,42,0,1358
2023-02-10,S002,P005,1358,45,189,1502
