date,store_id,product_id,channel,sales_qty,unit_price,discount_pct,sales_amount,returns_qty,cost_per_unit,gross_margin
2023-02-21,S003,P006,In-Store,54,683.66,0.039,35478.0,2,450.0,11177.85
2023-02-21,S003,P007,In-Store,32,59.04,0.063,1770.24,0,22.0,1066.26
2023-02-21,S003,P008,In-Store,35,7.92,0.143,237.65,0,4.0,97.56
2023-02-21,S003,P009,In-Store,31,74.87,0.028,2255.87,1,38.0,1077.98
2023-02-21,S003,P010,In-Store,35,39.31,0.061,1291.85,0,18.0,661.92
2023-02-21,S004,P001,Online,28,857.79,0.064,22480.92,0,600.0,5680.96
2023-02-21,S004,P002,Online,15,24.39,0.061,343.5,0,8.0,223.53
2023-02-21,S004,P003,In-Store,19,11.79,0.006,222.68,0,7.0,89.67
2023-02-21,S004,P004,Online,37,121.9,0.058,4248.71,1,70.0,1658.7
2023-02-21,S004,P005,In-Store,46,94.17,0.148,3690.58,0,45.0,1620.71
2023-02-21,S004,P006,In-Store,40,689.75,0.051,26182.8,1,450.0,8182.91
2023-02-21,S004,P007,Mobile App,21,59.09,0.02,1216.11,0,22.0,754.07
2023-02-21,S004,P008,Online,27,8.13,0.01,217.35,0,4.0,109.31
2023-02-21,S004,P009,In-Store,31,74.48,0.023,2255.87,1,38.0,1077.78
2023-02-21,S004,P010,Mobile App,19,40.41,0.0,767.79,0,18.0,425.79
2023-02-21,S005,P002,Online,35,24.37,0.102,765.8,1,8.0,485.95
2023-02-21,S005,P003,In-Store,39,11.85,0.102,414.96,1,7.0,142.01
2023-02-21,S005,P004,In-Store,22,121.83,0.076,2476.54,0,70.0,936.56
2023-02-21,S005,P005,In-Store,11,95.11,0.039,1005.4,0,45.0,510.41
2023-02-21,S005,P006,Mobile App,27,710.48,0.004,19106.28,0,450.0,6956.23
2023-02-21,S005,P007,Online,16,61.0,0.076,901.76,0,22.0,549.82
2023-02-21,S005,P008,In-Store,34,8.01,0.048,259.42,0,4.0,123.27
2023-02-21,S005,P009,In-Store,36,73.7,0.057,2502.0,0,38.0,1133.97
2023-02-21,S005,P010,Online,32,40.63,0.085,1189.76,0,18.0,613.65
2023-02-22,S001,P001,Online,20,837.14,0.016,16475.0,0,600.0,4474.92
2023-02-22,S001,P002,In-Store,45,25.23,0.142,974.25,1,8.0,614.13
2023-02-22,S001,P003,In-Store,23,11.82,0.049,258.52,0,7.0,97.54
2023-02-22,S001,P004,Mobile App,34,120.62,0.095,3711.44,1,70.0,1331.48
2023-02-22,S001,P005,In-Store,19,97.09,0.008,1829.89,0,45.0,974.95
2023-02-22,S001,P006,In-Store,14,706.84,0.138,8530.2,0,450.0,2230.15
2023-02-22,S001,P007,Online,26,61.33,0.146,1361.88,0,22.0,789.77
2023-02-22,S001,P008,Online,56,7.84,0.067,409.36,2,4.0,185.62
2023-02-22,S001,P009,In-Store,48,76.39,0.023,3582.24,0,38.0,1758.39
2023-02-22,S001,P010,Online,25,41.1,0.109,915.5,0,18.0,465.5
2023-02-22,S002,P001,Mobile App,28,829.1,0.025,22634.36,0,600.0,5834.43
2023-02-22,S002,P002,Online,45,25.07,0.071,1048.05,1,8.0,688.05
2023-02-22,S002,P003,In-Store,52,11.65,0.002,604.76,1,7.0,240.59
2023-02-22,S002,P004,Online,9,121.51,0.149,930.69,0,70.0,300.65
2023-02-22,S002,P005,Online,38,92.25,0.031,3396.82,0,45.0,1686.83
2023-02-22,S002,P006,In-Store,29,695.77,0.105,18058.59,1,450.0,5008.71
2023-02-22,S002,P007,In-Store,28,60.74,0.083,1559.6,1,22.0,943.56
2023-02-22,S002,P008,In-Store,29,7.97,0.0,231.13,0,4.0,115.13
2023-02-22,S002,P009,Online,38,74.2,0.03,2734.86,0,38.0,1291.01
2023-02-22,S002,P010,In-Store,23,39.91,0.053,869.17,0,18.0,455.28
2023-02-22,S003,P002,In-Store,26,25.5,0.063,621.14,0,8.0,413.23
2023-02-22,S003,P003,In-Store,37,12.15,0.079,414.03,1,7.0,155.04
2023-02-22,S003,P004,Online,54,116.64,0.006,6260.76,2,70.0,2480.77
2023-02-22,S003,P005,Online,43,95.19,0.037,3941.81,1,45.0,2006.72
2023-02-22,S003,P006,Online,7,699.71,0.062,4594.31,0,450.0,1444.3
2023-02-22,S003,P007,Online,14,58.52,0.102,735.7,0,22.0,427.71
2023-02-22,S003,P008,In-Store,23,7.77,0.09,162.61,0,4.0,70.63
2023-02-22,S003,P009,In-Store,37,73.32,0.038,2609.61,0,38.0,1203.75
2023-02-22,S003,P010,Mobile App,11,40.24,0.145,378.51,0,18.0,180.46
2023-02-22,S004,P001,Mobile App,42,830.86,0.072,32383.68,1,600.0,7183.6
2023-02-22,S004,P002,Mobile App,29,25.43,0.093,669.03,0,8.0,436.89
2023-02-22,S004,P003,Online,34,11.95,0.089,370.26,1,7.0,132.14
2023-02-22,S004,P004,In-Store,45,122.64,0.019,5413.95,0,70.0,2263.94
2023-02-22,S004,P005,In-Store,17,94.86,0.112,1432.08,0,45.0,667.01
2023-02-22,S004,P006,In-Store,23,701.03,0.043,15430.47,0,450.0,5080.37
2023-02-22,S004,P007,In-Store,49,59.07,0.125,2532.81,0,22.0,1454.63
2023-02-22,S004,P008,In-Store,26,7.85,0.091,185.64,0,4.0,81.53
2023-02-22,S004,P009,Online,16,73.75,0.053,1117.44,0,38.0,509.46
2023-02-22,S004,P010,In-Store,32,41.07,0.039,1263.04,1,18.0,686.98
2023-02-22,S005,P001,Online,15,833.89,0.065,11695.35,0,600.0,2695.31
2023-02-22,S005,P002,In-Store,12,24.78,0.001,297.12,0,8.0,201.06
2023-02-22,S005,P003,In-Store,28,12.21,0.113,303.24,0,7.0,107.25
2023-02-22,S005,P004,In-Store,31,120.5,0.072,3466.42,1,70.0,1296.54
2023-02-22,S005,P005,Mobile App,11,95.92,0.116,932.69,0,45.0,437.73
2023-02-22,S005,P006,In-Store,47,715.44,0.087,30700.4,1,450.0,9550.25
2023-02-22,S005,P007,In-Store,34,59.72,0.073,1882.24,0,22.0,1134.25
2023-02-22,S005,P008,Online,45,8.2,0.085,337.5,1,4.0,157.63
2023-02-22,S005,P009,Mobile App,6,75.17,0.045,430.74,0,38.0,202.72
2023-02-22,S005,P010,In-Store,50,39.65,0.09,1804.0,2,18.0,904.08
2023-02-23,S001,P001,Online,35,861.84,0.099,27178.2,0,600.0,6178.12
2023-02-23,S001,P002,In-Store,33,25.19,0.03,806.19,0,8.0,542.33
2023-02-23,S001,P003,In-Store,16,11.68,0.115,165.44,0,7.0,53.39
2023-02-23,S001,P004,Online,51,116.49,0.064,5560.53,0,70.0,1990.77
2023-02-23,S001,P005,In-Store,28,94.07,0.07,2449.72,0,45.0,1189.58
2023-02-23,S001,P006,In-Store,37,708.66,0.119,23100.21,0,450.0,6450.19
2023-02-23,S001,P007,Online,19,61.0,0.033,1120.81,0,22.0,702.75
2023-02-23,S001,P008,In-Store,35,8.01,0.092,254.45,0,4.0,114.56
2023-02-23,S001,P009,Online,19,73.07,0.139,1195.29,0,38.0,473.35
2023-02-23,S001,P010,Online,33,39.76,0.148,1118.04,0,18.0,523.89
2023-02-23,S002,P001,In-Store,40,853.17,0.141,29314.8,1,600.0,5314.92
2023-02-23,S002,P002,In-Store,44,25.26,0.138,957.88,0,8.0,606.06
2023-02-23,S002,P003,In-Store,23,11.92,0.084,251.16,1,7.0,90.13
2023-02-23,S002,P004,In-Store,44,120.58,0.049,5045.48,1,70.0,1965.55
2023-02-23,S002,P006,In-Store,38,719.52,0.022,26740.22,1,450.0,9640.24
2023-02-23,S002,P007,In-Store,32,60.48,0.007,1921.92,0,22.0,1217.81
2023-02-23,S002,P008,Online,54,8.06,0.06,409.32,0,4.0,193.13
2023-02-23,S002,P009,Online,28,75.03,0.104,1882.44,0,38.0,818.35
2023-02-23,S002,P010,Mobile App,25,40.77,0.081,936.75,1,18.0,486.69
2023-02-23,S003,P001,Online,47,829.66,0.091,35445.52,0,600.0,7245.56
2023-02-23,S003,P002,Mobile App,26,25.7,0.08,614.64,0,8.0,406.74
2023-02-23,S003,P003,Online,29,12.3,0.128,311.17,0,7.0,108.04
2023-02-23,S003,P004,Online,36,121.39,0.0,4370.04,1,70.0,1850.04
2023-02-23,S003,P005,In-Store,35,96.73,0.061,3179.05,0,45.0,1604.03
2023-02-23,S003,P006,Online,26,688.6,0.007,17778.28,0,450.0,6078.27
2023-02-23,S003,P007,Online,38,59.86,0.13,1979.04,0,22.0,1142.97
2023-02-23,S003,P008,Online,21,8.04,0.029,164.01,0,4.0,79.94
2023-02-23,S003,P009,In-Store,40,74.17,0.115,2625.6,1,38.0,1105.62
2023-02-23,S003,P010,In-Store,19,40.31,0.038,736.82,0,18.0,394.79
2023-02-23,S004,P001,In-Store,41,867.02,0.085,32526.12,1,600.0,7926.26
2023-02-23,S004,P002,Online,59,25.51,0.007,1494.47,1,8.0,1022.55
2023-02-23,S004,P003,In-Store,20,12.11,0.083,222.0,0,7.0,82.1
2023-02-23,S004,P004,Mobile App,40,117.08,0.142,4018.0,0,70.0,1218.19
2023-02-23,S004,P005,Online,44,93.12,0.046,3908.96,1,45.0,1928.81
2023-02-23,S004,P006,In-Store,25,703.89,0.107,15714.25,0,450.0,4464.34
2023-02-23,S004,P007,In-Store,46,60.56,0.074,2579.68,1,22.0,1567.61
2023-02-23,S004,P008,Mobile App,33,8.04,0.111,235.95,0,4.0,103.87
2023-02-23,S004,P009,Online,21,73.73,0.109,1379.49,0,38.0,581.56
2023-02-23,S004,P010,In-Store,45,40.7,0.104,1641.15,1,18.0,831.02
2023-02-23,S005,P001,Online,20,850.65,0.094,15413.8,0,600.0,3413.78
2023-02-23,S005,P002,In-Store,9,25.3,0.08,209.52,0,8.0,137.48
2023-02-23,S005,P003,Online,27,12.18,0.045,314.01,1,7.0,125.06
2023-02-23,S005,P004,In-Store,19,117.1,0.121,1955.67,0,70.0,625.69
2023-02-23,S005,P005,Online,43,97.46,0.009,4152.94,0,45.0,2218.06
2023-02-23,S005,P006,In-Store,48,715.55,0.023,33556.32,1,450.0,11956.43
2023-02-23,S005,P007,In-Store,36,60.39,0.031,2106.72,0,22.0,1314.64
2023-02-23,S005,P008,In-Store,33,8.1,0.119,235.62,0,4.0,103.49
2023-02-23,S005,P009,In-Store,22,74.91,0.027,1603.58,0,38.0,767.52
2023-02-23,S005,P010,In-Store,27,41.07,0.133,961.47,0,18.0,475.41
2023-02-24,S001,P001,In-Store,54,848.74,0.053,43403.04,2,600.0,11002.87
2023-02-24,S001,P002,In-Store,16,25.06,0.094,363.2,0,8.0,235.27
2023-02-24,S001,P003,In-Store,23,11.92,0.071,254.61,0,7.0,93.69
2023-02-24,S001,P004,In-Store,25,122.47,0.054,2896.5,0,70.0,1146.42
2023-02-24,S001,P005,Online,40,94.26,0.012,3725.2,1,45.0,1925.16
2023-02-24,S001,P006,In-Store,31,690.99,0.049,20371.03,0,450.0,6421.08
2023-02-24,S001,P007,In-Store,43,58.26,0.138,2159.46,0,22.0,1213.47
2023-02-24,S001,P008,Mobile App,20,8.22,0.138,141.8,0,4.0,61.71
2023-02-24,S001,P009,In-Store,20,75.6,0.079,1392.6,0,38.0,632.55
2023-02-24,S001,P010,Online,50,39.23,0.044,1875.0,1,18.0,975.19
2023-02-24,S002,P001,In-Store,26,855.82,0.11,19803.68,0,600.0,4203.67
2023-02-24,S002,P002,In-Store,29,25.05,0.109,647.28,0,8.0,415.27
2023-02-24,S002,P003,Online,36,12.12,0.039,419.4,0,7.0,167.3
2023-02-24,S002,P004,Online,57,118.06,0.113,5969.04,2,70.0,1979.0
2023-02-24,S002,P005,In-Store,46,96.73,0.062,4173.58,0,45.0,2103.71
2023-02-24,S002,P006,In-Store,26,684.72,0.115,15755.48,0,450.0,4055.41
2023-02-24,S002,P007,Online,16,58.46,0.069,870.88,0,22.0,518.82
2023-02-24,S002,P008,In-Store,53,7.81,0.043,395.91,0,4.0,184.13
2023-02-24,S002,P009,In-Store,28,73.88,0.053,1958.88,0,38.0,895.0
2023-02-24,S002,P010,Mobile App,25,39.4,0.018,967.25,0,18.0,517.27
2023-02-24,S003,P001,Mobile App,31,825.24,0.028,24866.03,1,600.0,6266.13
2023-02-24,S003,P002,In-Store,34,24.6,0.103,750.38,0,8.0,478.25
2023-02-24,S003,P003,In-Store,39,12.12,0.115,418.47,1,7.0,145.32
2023-02-24,S003,P004,Online,18,119.31,0.011,2124.0,0,70.0,863.96
2023-02-24,S003,P005,Mobile App,46,95.36,0.015,4320.78,0,45.0,2250.76
2023-02-24,S003,P006,Online,41,707.06,0.026,28235.88,1,450.0,9785.73
2023-02-24,S003,P007,In-Store,60,58.44,0.056,3310.2,2,22.0,1990.04
2023-02-24,S003,P008,In-Store,55,7.81,0.057,404.8,0,4.0,185.07
2023-02-24,S003,P009,Online,38,74.19,0.032,2729.16,0,38.0,1285.0
2023-02-24,S003,P010,In-Store,40,39.71,0.123,1393.2,1,18.0,673.03
2023-02-24,S004,P001,In-Store,12,859.01,0.126,9009.24,0,600.0,1809.3
2023-02-24,S004,P002,Online,22,25.06,0.1,496.1,0,8.0,320.19
2023-02-24,S004,P003,In-Store,32,11.67,0.128,325.76,1,7.0,101.64
2023-02-24,S004,P004,Mobile App,35,120.0,0.083,3851.4,0,70.0,1401.4
2023-02-24,S004,P005,In-Store,6,94.5,0.103,508.62,0,45.0,238.6
2023-02-24,S004,P006,Online,42,717.24,0.006,29943.48,1,450.0,11043.34
2023-02-24,S004,P007,In-Store,17,60.35,0.008,1017.79,0,22.0,643.74
2023-02-24,S004,P008,In-Store,19,7.9,0.09,136.61,0,4.0,60.59
2023-02-24,S004,P009,Mobile App,38,76.16,0.123,2538.02,1,38.0,1094.11
2023-02-24,S004,P010,In-Store,18,39.89,0.027,698.58,0,18.0,374.63
2023-02-24,S005,P001,In-Store,37,834.99,0.027,30060.65,0,600.0,7860.47
2023-02-24,S005,P003,Online,22,12.11,0.01,263.78,0,7.0,109.76
2023-02-24,S005,P004,Online,33,119.29,0.076,3637.26,1,70.0,1327.39
2023-02-24,S005,P005,Online,51,96.51,0.019,4828.68,1,45.0,2533.49
2023-02-24,S005,P006,In-Store,39,708.77,0.029,26840.58,1,450.0,9290.41
2023-02-24,S005,P007,In-Store,39,60.21,0.089,2139.15,1,22.0,1281.2
2023-02-24,S005,P008,In-Store,37,7.93,0.14,252.34,0,4.0,104.33
2023-02-24,S005,P009,In-Store,35,74.16,0.022,2538.55,1,38.0,1208.5
2023-02-24,S005,P010,Online,38,40.11,0.086,1393.08,1,18.0,709.1
2023-02-25,S001,P001,Online,61,854.53,0.065,48738.39,0,600.0,12138.12
2023-02-25,S001,P002,In-Store,55,25.63,0.042,1350.25,2,8.0,910.44
2023-02-25,S001,P003,In-Store,22,11.96,0.055,248.6,0,7.0,94.65
2023-02-25,S001,P004,Online,48,120.12,0.094,5223.84,0,70.0,1863.78
2023-02-25,S001,P005,In-Store,22,95.82,0.003,2101.66,0,45.0,1111.72
2023-02-25,S001,P006,In-Store,62,678.47,0.047,40087.96,1,450.0,12188.08
2023-02-25,S001,P007,In-Store,16,59.49,0.108,849.12,0,22.0,497.04
2023-02-25,S001,P008,Online,32,7.95,0.019,249.6,0,4.0,121.57
2023-02-25,S001,P009,In-Store,25,74.31,0.104,1664.5,0,38.0,714.54
2023-02-25,S001,P010,Mobile App,61,40.05,0.124,2139.88,1,18.0,1042.11
2023-02-25,S002,P001,In-Store,61,861.52,0.148,44775.22,1,600.0,8174.92
2023-02-25,S002,P002,In-Store,29,24.52,0.006,706.73,0,8.0,474.81
2023-02-25,S002,P003,In-Store,19,11.86,0.036,217.17,0,7.0,84.23
2023-02-25,S002,P004,In-Store,49,121.3,0.063,5569.34,0,70.0,2139.25
2023-02-25,S002,P005,In-Store,63,94.63,0.132,5174.82,0,45.0,2339.75
2023-02-25,S002,P006,In-Store,27,690.26,0.15,15841.44,0,450.0,3691.47
2023-02-25,S002,P007,In-Store,26,61.74,0.09,1460.68,0,22.0,888.77
2023-02-25,S002,P008,In-Store,44,8.05,0.13,308.0,1,4.0,132.15
2023-02-25,S002,P009,Online,14,76.09,0.08,980.0,0,38.0,448.04
2023-02-25,S002,P010,Online,30,39.83,0.093,1083.9,0,18.0,543.77
2023-02-25,S003,P001,In-Store,32,862.07,0.063,25848.32,0,600.0,6648.31
2023-02-25,S003,P002,In-Store,23,24.81,0.05,542.11,1,8.0,358.1
2023-02-25,S003,P003,Online,48,12.18,0.048,556.8,1,7.0,220.58
2023-02-25,S003,P004,Online,48,118.97,0.11,5082.24,1,70.0,1722.4
2023-02-25,S003,P005,Online,56,95.68,0.017,5266.8,0,45.0,2746.99
2023-02-25,S003,P006,In-Store,58,714.95,0.099,37361.86,2,450.0,11261.86
2023-02-25,S003,P007,In-Store,33,59.81,0.102,1772.43,1,22.0,1046.41
2023-02-25,S003,P008,In-Store,61,8.0,0.084,447.13,0,4.0,203.01
2023-02-25,S003,P009,Online,24,75.86,0.039,1749.6,0,38.0,837.64
2023-02-25,S003,P010,In-Store,37,39.95,0.034,1427.83,0,18.0,761.89
2023-02-25,S004,P001,Mobile App,50,828.9,0.133,35933.0,0,600.0,5932.82
2023-02-25,S004,P002,In-Store,11,24.85,0.148,232.87,0,8.0,144.89
2023-02-25,S004,P004,Online,30,117.56,0.143,3022.5,1,70.0,922.47
2023-02-25,S004,P005,In-Store,18,97.28,0.017,1721.34,0,45.0,911.27
2023-02-25,S004,P006,Online,64,714.29,0.133,39634.56,2,450.0,10834.52
2023-02-25,S004,P007,Mobile App,32,58.78,0.097,1698.56,0,22.0,994.51
2023-02-25,S004,P008,In-Store,28,7.84,0.14,188.72,0,4.0,76.79
2023-02-25,S004,P009,Mobile App,8,74.18,0.079,546.56,0,38.0,242.56
2023-02-25,S004,P010,Online,57,39.8,0.062,2127.81,0,18.0,1101.95
2023-02-25,S005,P001,In-Store,48,832.71,0.032,38690.88,1,600.0,9891.04
2023-02-25,S005,P002,Mobile App,17,24.86,0.052,400.69,0,8.0,264.64
2023-02-25,S005,P003,Online,41,12.06,0.011,489.13,1,7.0,202.02
2023-02-25,S005,P004,Online,19,117.63,0.099,2013.62,0,70.0,683.71
2023-02-25,S005,P005,In-Store,46,94.45,0.058,4092.62,1,45.0,2022.71
2023-02-25,S005,P006,Online,25,678.62,0.003,16914.5,0,450.0,5664.6
2023-02-25,S005,P007,Mobile App,57,58.29,0.033,3213.09,0,22.0,1958.89
2023-02-25,S005,P008,Online,35,7.83,0.148,233.45,1,4.0,93.49
2023-02-25,S005,P010,In-Store,44,39.82,0.144,1499.96,0,18.0,707.78
2023-02-26,S001,P001,Mobile App,45,837.0,0.098,33973.65,0,600.0,6973.83
2023-02-26,S001,P002,In-Store,46,25.18,0.083,1062.14,2,8.0,694.14
2023-02-26,S001,P003,In-Store,32,11.95,0.053,362.24,0,7.0,138.13
2023-02-26,S001,P004,In-Store,42,118.53,0.097,4495.26,1,70.0,1555.37
2023-02-26,S001,P005,In-Store,67,93.64,0.0,6273.88,0,45.0,3258.88
2023-02-26,S001,P006,In-Store,44,692.0,0.019,29869.4,1,450.0,10069.49
2023-02-26,S001,P008,Online,42,7.8,0.032,317.1,1,4.0,149.12
2023-02-26,S001,P009,Mobile App,66,73.23,0.128,4214.76,0,38.0,1706.53
2023-02-26,S001,P010,In-Store,56,39.82,0.118,1966.72,1,18.0,958.79
2023-02-26,S002,P001,In-Store,41,832.19,0.139,29377.32,0,600.0,4777.14
2023-02-26,S002,P002,Mobile App,45,25.53,0.026,1119.15,1,8.0,758.98
2023-02-26,S002,P003,Online,41,11.86,0.136,420.25,1,7.0,133.13
2023-02-26,S002,P004,Mobile App,42,121.0,0.103,4558.68,0,70.0,1618.55
2023-02-26,S002,P005,Online,40,93.6,0.087,3418.4,0,45.0,1618.27
2023-02-26,S002,P006,Online,28,698.25,0.04,18768.96,0,450.0,6168.96
2023-02-26,S002,P007,Mobile App,37,58.45,0.095,1957.3,1,22.0,1143.2
2023-02-26,S002,P008,Online,48,7.87,0.144,323.52,0,4.0,131.36
2023-02-26,S002,P009,In-Store,35,74.69,0.103,2345.0,1,38.0,1014.89
2023-02-26,S002,P010,Online,47,41.19,0.064,1811.85,1,18.0,966.03
2023-02-26,S003,P001,Online,48,870.5,0.12,36769.92,2,600.0,7969.92
2023-02-26,S003,P002,In-Store,67,25.65,0.066,1605.32,1,8.0,1069.13
2023-02-26,S003,P003,In-Store,33,11.8,0.03,377.85,0,7.0,146.72
2023-02-26,S003,P004,Online,31,121.59,0.029,3659.86,0,70.0,1489.98
2023-02-26,S003,P005,In-Store,52,92.79,0.144,4130.36,0,45.0,1790.27
2023-02-26,S003,P006,In-Store,48,682.7,0.132,28443.84,1,450.0,6844.01
2023-02-26,S003,P007,Mobile App,27,58.35,0.064,1474.74,0,22.0,880.62
2023-02-26,S003,P008,In-Store,45,7.97,0.033,346.95,1,4.0,166.81
2023-02-26,S003,P009,Online,61,76.88,0.087,4281.59,0,38.0,1963.68
2023-02-26,S003,P010,Mobile App,45,38.9,0.037,1685.7,0,18.0,875.73
2023-02-26,S004,P001,Online,23,832.16,0.146,16345.18,0,600.0,2545.29
2023-02-26,S004,P002,In-Store,66,24.86,0.083,1504.8,1,8.0,976.58
2023-02-26,S004,P003,Mobile App,33,12.0,0.095,358.38,0,7.0,127.38
2023-02-26,S004,P004,Online,16,122.82,0.135,1699.84,0,70.0,579.83
2023-02-26,S004,P005,In-Store,28,92.32,0.125,2261.84,0,45.0,1001.84
2023-02-26,S004,P006,In-Store,28,682.82,0.012,18889.64,0,450.0,6289.53
2023-02-26,S004,P007,Online,64,58.54,0.09,3409.28,2,22.0,2001.37
2023-02-26,S004,P008,Online,59,7.91,0.047,444.86,0,4.0,208.76
2023-02-26,S004,P009,Online,21,76.01,0.097,1441.44,0,38.0,643.38
2023-02-26,S004,P010,In-Store,44,40.31,0.01,1756.04,1,18.0,963.9
2023-02-26,S005,P001,In-Store,70,840.91,0.001,58804.9,1,600.0,16804.84
2023-02-26,S005,P002,Online,10,24.65,0.075,228.0,0,8.0,148.01
2023-02-26,S005,P003,In-Store,30,12.19,0.008,362.7,0,7.0,152.77
2023-02-26,S005,P004,In-Store,52,121.58,0.145,5405.4,0,70.0,1765.45
2023-02-26,S005,P005,Mobile App,39,92.4,0.018,3538.86,1,45.0,1783.74
2023-02-26,S005,P006,In-Store,23,702.99,0.023,15796.86,0,450.0,5446.89
2023-02-26,S005,P007,Online,28,58.49,0.016,1611.4,0,22.0,995.52
2023-02-26,S005,P008,Online,28,7.83,0.096,198.24,0,4.0,86.19
2023-02-26,S005,P009,Online,21,72.85,0.122,1343.16,0,38.0,545.21
2023-02-26,S005,P010,Online,48,39.91,0.104,1716.48,1,18.0,852.45
2023-02-27,S001,P001,Online,52,865.23,0.086,41122.64,1,600.0,9922.65
2023-02-27,S001,P002,Online,46,25.21,0.146,990.38,0,8.0,622.35
2023-02-27,S001,P003,In-Store,19,11.66,0.124,193.99,0,7.0,61.07
2023-02-27,S001,P004,In-Store,28,118.31,0.025,3229.8,0,70.0,1269.86
2023-02-27,S001,P005,Mobile App,49,97.41,0.145,4081.21,2,45.0,1875.99
2023-02-27,S001,P006,Online,5,702.53,0.091,3193.0,0,450.0,943.0
2023-02-27,S001,P007,Online,21,58.51,0.043,1175.79,0,22.0,713.88
2023-02-27,S001,P008,Online,26,7.96,0.041,198.38,1,4.0,94.47
2023-02-27,S001,P009,Mobile App,26,76.95,0.139,1722.5,0,38.0,734.6
2023-02-27,S001,P010,In-Store,42,39.46,0.009,1642.2,1,18.0,886.4
2023-02-27,S002,P001,Online,33,836.47,0.068,25726.47,0,600.0,5926.47
2023-02-27,S002,P002,In-Store,59,25.72,0.06,1426.62,1,8.0,954.43
2023-02-27,S002,P003,Online,28,11.77,0.092,299.32,1,7.0,103.24
2023-02-27,S002,P004,Mobile App,43,117.75,0.111,4501.24,1,70.0,1491.23
2023-02-27,S002,P005,Mobile App,19,92.29,0.063,1643.12,0,45.0,788.04
2023-02-27,S002,P006,Mobile App,52,706.66,0.0,36746.32,0,450.0,13346.32
2023-02-27,S002,P007,Online,48,59.88,0.016,2828.16,0,22.0,1772.25
2023-02-27,S002,P008,Online,35,7.84,0.027,267.05,0,4.0,126.99
2023-02-27,S002,P009,Online,48,75.13,0.104,3231.36,0,38.0,1407.19
2023-02-27,S002,P010,Online,39,39.31,0.089,1396.59,1,18.0,694.64
2023-02-27,S003,P002,In-Store,10,25.67,0.122,225.4,0,8.0,145.38
2023-02-27,S003,P003,Online,54,12.01,0.097,585.9,0,7.0,207.63
2023-02-27,S003,P004,Mobile App,49,118.57,0.14,4996.53,0,70.0,1566.54
2023-02-27,S003,P005,In-Store,14,95.63,0.083,1227.66,0,45.0,597.7
2023-02-27,S003,P006,Mobile App,38,688.56,0.026,25485.08,1,450.0,8384.98
2023-02-27,S003,P007,In-Store,39,58.92,0.115,2033.46,0,22.0,1175.62
2023-02-27,S003,P008,In-Store,30,8.24,0.085,226.2,0,4.0,106.19
2023-02-27,S003,P009,In-Store,46,76.84,0.129,3078.78,1,38.0,1330.67
2023-02-27,S003,P010,In-Store,56,40.4,0.033,2187.92,1,18.0,1179.74
2023-02-27,S004,P001,Online,31,843.74,0.115,23148.01,0,600.0,4548.01
2023-02-27,S004,P002,Online,53,24.99,0.017,1302.21,1,8.0,877.95
2023-02-27,S004,P003,In-Store,54,12.25,0.098,596.7,0,7.0,218.67
2023-02-27,S004,P004,In-Store,23,117.64,0.102,2429.72,0,70.0,819.74
2023-02-27,S004,P005,Online,37,93.56,0.105,3098.38,0,45.0,1433.24
2023-02-27,S004,P006,Mobile App,34,718.49,0.065,22840.86,1,450.0,7540.8
2023-02-27,S004,P007,Online,34,61.38,0.076,1928.48,0,22.0,1180.31
2023-02-27,S004,P008,Online,27,7.79,0.084,192.78,0,4.0,84.66
2023-02-27,S004,P009,Online,34,74.84,0.078,2346.0,1,38.0,1054.08
2023-02-27,S004,P010,In-Store,55,39.1,0.05,2043.25,0,18.0,1052.98
2023-02-27,S005,P001,Online,43,826.53,0.039,34154.9,1,600.0,8354.7
2023-02-27,S005,P002,Online,25,25.7,0.134,556.5,0,8.0,356.4
2023-02-27,S005,P003,Mobile App,12,12.22,0.141,126.0,0,7.0,41.96
2023-02-27,S005,P004,Mobile App,55,119.58,0.09,5985.1,2,70.0,2134.98
2023-02-27,S005,P005,Online,44,97.67,0.144,3678.84,1,45.0,1698.64
2023-02-27,S005,P006,In-Store,47,696.19,0.124,28663.42,0,450.0,7513.53
2023-02-27,S005,P007,In-Store,16,58.57,0.135,810.56,0,22.0,458.61
2023-02-27,S005,P008,Online,52,7.96,0.125,361.92,1,4.0,154.18
2023-02-27,S005,P009,Online,41,74.38,0.145,2607.19,1,38.0,1049.39
2023-02-27,S005,P010,Online,30,40.08,0.047,1146.0,0,18.0,605.89
2023-02-28,S001,P001,In-Store,35,836.9,0.119,25805.85,0,600.0,4805.81
2023-02-28,S001,P002,In-Store,26,24.7,0.059,604.24,0,8.0,396.31
2023-02-28,S001,P003,In-Store,40,11.64,0.028,452.4,0,7.0,172.56
2023-02-28,S001,P004,Online,40,117.8,0.148,4014.8,1,70.0,1214.62
2023-02-28,S001,P005,In-Store,36,95.75,0.097,3112.56,1,45.0,1492.64
2023-02-28,S001,P006,Mobile App,34,681.94,0.126,20264.68,0,450.0,4964.53
2023-02-28,S001,P007,Online,45,60.4,0.115,2405.25,0,22.0,1415.43
2023-02-28,S001,P008,Mobile App,20,8.03,0.082,147.4,0,4.0,67.43
2023-02-28,S001,P009,In-Store,27,72.84,0.053,1862.46,0,38.0,836.45
2023-02-28,S001,P010,In-Store,26,40.34,0.097,947.18,0,18.0,479.1
